Item,Sentence 
id_00002172,"color is Black cream 95% cotton, 5% spandex 20.25"" full length, 28"" chest, 25"" waist, 11"" sleeve length"
id_00002173,"color is Olive Lightweight, woven Fully lined, front flap pockets"
id_00002174,"color is Black Sheer Knit, unlined"
id_00002175,"color is Black Lightweight, woven Unlined"
id_00002176,"color is Burgundy Lightweight, unlined Woven"
id_00002177,color is Teal Unlined Lightweight knit
id_00002178,color is Black white Knit 100% cotton
id_00002179,color is Cream black Woven Chest patch pocket
id_00002180,"color is Black white Officially licensed product Crew neckline, short sleeves"
id_00002181,"color is Chestnut Sleeveless, unlined Lightweight"
id_00002182,color is Black multi Lightweight knit 100% rayon
id_00002183,"color is Heather grey black 28.5"" approx. inseam, 27"" waist, 9"" leg opening, 12"" rise, 22"" thigh circumference Measured from Small"
id_00002184,color is Rust Lightweight knit Long sleeves
id_00002185,color is White black Short sleeves Knit
id_00002186,"color is Red black 15"" approx. length from high point shoulder to hem, 32"" chest, 26"" waist Measured from Small"
id_00002187,"color is Bright cobalt 100% polyester 26"" full length, 46"" chest, 46"" waist, 4"" sleeve length"
id_00002188,color is Taupe 3/4 sleeves Knit
id_00002189,"color is Denim washed Lightweight, woven 100% cotton"
id_00002189,"color is Denim washed Lightweight, woven 100% cotton"
id_00002190,color is Cream Fully lined Lightweight knit
id_00002191,"color is Black Partially lined, knit 95% polyester, 5% spandex"
id_00002192,"color is Heather grey Lightweight 71% polyester, 25% rayon, 4% spandex"
id_00002193,"color is Blush pink 24.5"" approx. length from high point shoulder to hem, 38"" chest, 37"" waist Measured from Small"
id_00002194,color is Cream Unlined Lightweight
id_00002195,"color is Dark olive Button front closure Woven, unlined"
id_00002196,"color is Cream Lightweight, woven Fully lined"
id_00002197,"color is Dark denim Five-pocket construction Lightweight, woven"
id_00002198,color is Teal Lightweight 100% acrylic
id_00002198,color is Teal Lightweight 100% acrylic
id_00002199,color is Heather grey Lightweight knit Elasticized drawstring waist
id_00002200,"color is Black red Invisible back zipper, partially lined Lightweight, woven"
id_00002201,"color is Bubble gum 95% cotton, 5% spandex 20.25"" bust to hem, 27.5"" chest, 26"" waist"
id_00002202,"color is White black Lightweight knit 50% cotton, 50% modal"
id_00002203,color is Burgundy multi Round neckline Lightweight knit
id_00002204,"color is Black Medium weight, fully lined Self: 58% wool, 42% polyester; Lining: 100% polyester; Décor: 94% acrylic, 5% polyester, 1% spandex"
id_00002205,"color is Blush green Cap sleeves, unlined Lightweight"
id_00002206,"color is Blush Round neckline, unlined Lightweight, woven"
id_00002207,"color is Wine Semi-sheer, unlined Lightweight knit"
id_00002208,"color is Denim washed olive 11"" waist side seam to hem, 2.5"" inseam, 22"" leg opening, 9"" rise, 24"" waist  Measured from Small"
id_00002209,color is Blue white Lightweight knit Drawstring at neck
id_00002210,color is White silver Knit 100% cotton
id_00002211,"color is Denim washed white Five-pocket construction, zip fly Lightweight, woven"
id_00002212,"color is Rose Contrast trim, lightweight 84% acrylic, 16% nylon"
id_00002213,"color is Black cream Semi-sheer, zip fly Partially lined, woven"
id_00002214,color is Navy burgundy Short sleeves Knit
id_00002215,"color is Black Lightweight, 3/4 sleeves Knit"
id_00002216,"color is Cream black Woven, unlined Lightweight"
id_00002217,"color is Black white Adjustable cami straps Woven, fully lined"
id_00002218,"color is Blush Unlined Lightweight, woven"
id_00002219,"color is Burgundy white Ribbed round neckline, dropped sleeves Lightweight knit"
id_00002220,"color is Wine Lightweight stretch-knit Shell 1: 94% nylon, 6% spandex; Shell 2: 95% nylon, 5% spandex"
id_00002221,"color is Heather grey black Raw-cut trim 87% polyester, 13% rayon"
id_00002222,color is Black Unlined Lightweight
id_00002223,"color is Coral Unlined Lightweight, woven"
id_00002224,"color is Black white Short sleeves Unlined, woven"
id_00002225,color is Black cream Ribbed ankle cuffs Lightweight knit
id_00002226,"color is Black Short sleeves 74% cotton, 26% polyester"
id_00002227,color is Pink black Lightweight knit Raw cut armholes & hemline
id_00002228,"color is Brown Fully lined, hook-eye closures Lightweight"
id_00002229,"color is Black blush Lightweight, woven Partially lined"
id_00002230,"color is Black white Invisible back zipper, unlined Lightweight"
id_00002231,"color is Black Lightweight knit Shell: 100% viscose; Shell 2: 90% nylon, 10% spandex"
id_00002232,"color is Pink white Unlined Lightweight, woven"
id_00002233,"color is Light green  55"" approx. length from high point shoulder to hem, 29"" chest, 22"" waist, 11"" sleeve length from high point shoulder  Measured from Small "
id_00002234,color is Aqua pink Lightweight knit Rounded hem
id_00002235,"color is Indigo cream Self-tie keyhole, unlined Lightweight, woven"
id_00002236,"color is Heather grey white Lightweight knit 61% cotton, 39% polyester"
id_00002237,"color is Cream Fully lined Lightweight, woven"
id_00002238,"color is Cream heather grey Lightweight knit 55% cotton, 20% viscose, 20% nylon, 5% wool"
id_00002239,color is Black Scoop neckline Lightweight knit
id_00002240,"color is Black Invisible back zipper, fully lined Lightweight"
id_00002241,"color is Burgundy navy Lightweight, woven Button chest patch pocket"
id_00002242,"color is Black cream Lightweight 52% cotton, 36% rayon, 12% polyester"
id_00002243,"color is Light denim 32"" approx. inseam, 32"" waist, 14"" leg opening, 10"" rise, 22"" thigh girth Measured from size 32/32"
id_00002244,color is Cream Unlined Lightweight knit
id_00002245,"color is Heather grey black Lightweight knit Short sleeves, ribbed trim"
id_00002246,"color is Blush Lightweight, unlined Woven"
id_00002247,"color is Wine black Lightweight knit 60% rayon, 35% polyester, 5% spandex; Shell 2: 48% polyester, 47% rayon, 5% spandex"
id_00002248,"color is Blue white Woven, unlined Basic collar, chest patch pocket"
id_00002249,color is Burgundy Lightweight knit Long sleeves
id_00002250,"color is Teal ivory Fully lined, woven 100% polyester"
id_00002251,"color is Burgundy mustard Lightweight knit 60% cotton, 40% polyester"
id_00002252,"color is Black Unlined Lightweight, woven"
id_00002253,"color is Cream pink Lightweight 95% rayon, 5% spandex"
id_00002254,color is White multi Knit 100% polyester
id_00002255,"color is Navy multi Unlined Lightweight, woven"
id_00002256,"color is Dusty pink Lightweight 62% nylon, 38% acrylic"
id_00002257,"color is Cream grey Knit 60% cotton, 40% modal"
id_00002258,"color is Peach Lightweight 95% rayon, 5% spandex"
id_00002259,"color is Mustard Lightweight 65% polyester, 35% cotton"
id_00002260,"color is Black blue Sleeveless, round neckline Lightweight knit"
id_00002261,"color is Heather grey Vented sides, round neckline Lightweight knit"
id_00002262,"color is Rust Lightweight 95% rayon, 5% spandex"
id_00002263,color is Blue purple Ribbed trim Lightweight knit
id_00002264,color is White Unlined 100% polyester
id_00002265,color is Cream black Ribbed trim Lightweight
id_00002266,"color is Denim washed Woven Short sleeves, basic collar"
id_00002267,"color is Ivory black Buttoned keyhole back, semi-sheer Woven, unlined"
id_00002268,"color is Cream black Lightweight knit Zippered front, split kangaroo pocket"
id_00002269,"color is Cream Vented sides, lightweight 72% cotton, 20% polyester, 4% spandex, 4% linen"
id_00002270,"color is Peach Elasticized waist, unlined Woven"
id_00002271,color is Peach heather grey Short sleeves Lightweight
id_00002272,"color is Oatmeal black Lightweight knit 86% rayon, 14% linen"
id_00002273,"color is Purple Lightweight 49% polyester, 48% rayon, 3% spandex"
id_00002274,"color is Ivory peach Unlined, woven Round neckline"
id_00002275,color is Black gold Midweight 100% polyester
id_00002276,color is Black taupe Officially licensed product Knit
id_00002277,"color is Black Crew neckline, ribbed trim Unlined, knit"
id_00002278,color is White black Crew neck Lightweight knit
id_00002279,"color is Olive Lightweight, woven 45% cotton, 55% linen"
id_00002280,color is Black ivory Midweight knit Ribbed trim
id_00002281,"color is Beige black Lightweight, woven Partially lined, concealed zipper back"
id_00002282,"color is Red multi Self-tie back, unlined Lightweight, woven"
id_00002283,"color is White black Buttoned cuffs, unlined Lightweight, woven"
id_00002284,"color is Black heather grey Lightweight knit 50% polyester, 50% rayon"
id_00002285,color is Black Lightweight Woven
id_00002286,"color is Heather grey Unlined, lightweight 48% rayon, 48% polyester, 4% spandex"
id_00002287,color is Burgundy Medium weight 100% acrylic
id_00002288,color is Charcoal multi Short sleeves 100% polyester
id_00002289,"color is Blush Woven, lightweight Buttoned keyhole back"
id_00002290,"color is Cream Fully lined, concealed back zipper Woven, V-neckline"
id_00002291,"color is Black nude Invisible back zipper, fully lined Lightweight knit"
id_00002292,color is Black red Unlined Lightweight knit
id_00002293,"color is Heather grey Semi sheer, short sleeves Unlined, lightweight"
id_00002294,color is Pink navy Unlined Adjustable straps
id_00002295,"color is Navy Lightweight 53% cotton, 47% polyester"
id_00002296,color is Black red Fully lined Lightweight
id_00002297,"color is Teal Unlined Lightweight, knit"
id_00002298,"color is Black beige Lightweight knit 94% polyester, 6% spandex"
id_00002299,color is Charcoal cream Raw-cut trim Knit
id_00002300,"color is Cream black Lightweight, exposed back zipper Knit"
id_00002301,color is Black Partially lined Invisible back zipper
id_00002302,"color is Pink Unlined Lightweight, woven"
id_00002303,"color is White black Knit 60% cotton, 40% polyester"
id_00002304,"color is Black red Unlined, woven Round neckline, exposed back zipper"
id_00002305,color is Blue coral Unlined Woven
id_00002306,"color is Black aqua Unlined, stretch knit Self-tie straps"
id_00002307,"color is Black Knit, fully lined Lightweight"
id_00002308,"color is Teal black Lightweight knit 95% cotton, 5% spandex"
id_00002309,color is Heather grey Lightweight knit 100% viscose
id_00002310,color is Burgundy Lightweight 100% cotton
id_00002311,"color is White Unlined Midweight, woven"
id_00002312,"color is Cream purple Woven, long sleeves Unlined, elasticized cuffs and hem"
id_00002313,"color is Teal black Lightweight, woven 100% cotton"
id_00002314,"color is Light blue Mock fly, unlined Lightweight, woven"
id_00002315,color is Burgundy Lightweight knit Zip front
id_00002316,"color is Red blue Lightweight, woven Buttoned collar"
id_00002317,"color is Black gold Knit Short sleeves, ribbed crew neck"
id_00002318,"color is Heather grey black Lightweight 62% rayon, 36% polyester, 2% spandex"
id_00002319,color is Charcoal multi Officially licensed product Lightweight knit
id_00002320,"color is Mauve Zip fly, five-pocket construction Lightweight, woven"
id_00002321,"color is Pink ivory Fully lined, woven Concealed back zipper, hook-eye closure"
id_00002322,"color is White black Short sleeves, round neckline Knit"
id_00002322,"color is White black Short sleeves, round neckline Knit"
id_00002323,"color is Black multi V-back, adjustable straps Three-button side closure, unlined"
id_00002324,color is Cream camel Lightweight knit 100% acrylic
id_00002325,"color is Olive Lightweight Woven, unlined"
id_00002326,color is Burgundy Unlined Lightweight knit
id_00002327,"color is White black Lightweight knit 50% cotton, 50% modal"
id_00002328,"color is Navy Semi-sheer, round neckline 50% polyester, 38% cotton, 12% rayon"
id_00002329,"color is Cream black 26"" approx. inseam, 27"" waist, 11"" leg opening, 16"" rise, 26"" thigh girth Measured from Small"
id_00002330,"color is White Woven, unlined Semi-sheer"
id_00002331,"color is Beige Back welt pocket, unlined Lightweight"
id_00002332,color is Cream Lightweight knit 100% acrylic
id_00002333,"color is Blue blue Unlined Lightweight, woven"
id_00002334,"color is Navy Unlined Sheer, woven"
id_00002335,color is Black Unlined Lightweight
id_00002336,"color is Blue cream Spaghetti straps Partially lined, woven"
id_00002337,color is Black charcoal Midweight Zipped front
id_00002338,"color is Indigo Woven, unlined Lightweight"
id_00002339,color is Black cream On-seam pockets Lightweight
